"","year","location","name","predicted.value","std.error","status"
"687","2018","kc","oac_emmy",5.22540564871278,0.292040056424727,"Estimable"
"688","2018","kc","oac_flight",5.29394539355282,0.217055620643117,"Estimable"
"689","2018","kc","oac_snow",4.77009732158476,0.270961123668283,"Estimable"
"690","2018","kc","otf013-081",4.91983703879893,0.241506323873747,"Estimable"
"691","2018","kc","palmer",5.25849359060308,0.266231291703238,"Estimable"
"692","2018","kc","ph55",5.48591664428119,0.209267341287821,"Estimable"
"693","2018","kc","priesley",5.72537189630331,0.200339481789243,"Estimable"
"694","2018","kc","princeton",5.35009937600413,0.19936155330953,"Estimable"
"695","2018","kc","r045",5.56296468024208,0.208312042554102,"Estimable"
"696","2018","kc","secord",5.71894824101038,0.206598507016404,"Estimable"
"697","2018","kc","stanford",4.75434869452376,0.229319234174853,"Estimable"
"698","2018","kc","superior",5.35375750490284,0.22247362392174,"Estimable"
"699","2018","kc","surge",5.49234328084227,0.266593423837557,"Estimable"
"700","2018","kc","tribute",5.15400958135592,0.326233908885964,"Estimable"
"701","2018","kc","ugrc_c2-5",5.58691920864785,0.27921987383362,"Estimable"
"702","2018","kc","ugrc_gl164",5.32374162285367,0.291668200867397,"Estimable"
"703","2018","kc","ugrc_ring",5.77336602595557,0.214647846779529,"Estimable"
"704","2018","kc","venture",4.98873355905723,0.224618586462372,"Estimable"
"705","2018","kc","vienna",5.0824259386968,0.245768360117156,"Estimable"
"706","2018","kc","warthog",5.02010026813016,0.241506323873747,"Estimable"
"707","2018","kc","warwick",5.10955048655754,0.326233908885964,"Estimable"
"708","2018","kc","wave",5.56348636399544,0.20449344606845,"Estimable"
"709","2018","kc","wb425",5.7862955856879,0.215532774764967,"Estimable"
"710","2018","kc","wentworth",5.26194032211653,0.207629843915639,"Estimable"
"711","2018","kc","whitebear",4.86669456383003,0.242696538559404,"Estimable"
"712","2018","kc","wisdom",5.27547172847129,0.326233908885964,"Estimable"
"713","2018","ke","25r34",5.38927950273302,0.177677735730818,"Estimable"
"714","2018","ke","25r39",5.04356377985984,0.17264808268689,"Estimable"
"715","2018","ke","25r40",5.4291327321527,0.16629408983177,"Estimable"
"716","2018","ke","25r46",4.58477657558616,0.201113828622315,"Estimable"
"717","2018","ke","25r47",4.85473552729525,0.172027062178634,"Estimable"
"718","2018","ke","25r51",4.66472858125039,0.180809202819048,"Estimable"
"719","2018","ke","25r56",4.95783501056873,0.180809202819048,"Estimable"
"720","2018","ke","25r61",5.07125632696831,0.247909983884273,"Estimable"
"721","2018","ke","25r74",5.47638526279216,0.247909983884273,"Estimable"
"722","2018","ke","25w31",4.80417890513384,0.205155964278943,"Estimable"
"723","2018","ke","25w36",4.7737889489812,0.208031319022188,"Estimable"
"724","2018","ke","25w41",4.84101367227753,0.232706534551429,"Estimable"
"725","2018","ke","25w43",4.67803174794644,0.179072636636051,"Estimable"
"726","2018","ke","ac_mackinnon",4.65673627842047,0.167210919951672,"Estimable"
"727","2018","ke","ac_morley",4.60894215513341,0.140194233797529,"Estimable"
"728","2018","ke","ac_mountain",4.66306066732323,0.201265417993854,"Estimable"
"729","2018","ke","ac_sampson",4.48518879334399,0.148111130391163,"Estimable"
"730","2018","ke","adv_dyno",4.4820863394989,0.201265417993854,"Estimable"
"731","2018","ke","arnold",4.00555065951404,0.247909983884273,"Estimable"
"732","2018","ke","ashley",4.43308523766467,0.227215016147815,"Estimable"
"733","2018","ke","ava",5.06250301860913,0.140447850062757,"Estimable"
"734","2018","ke","b654srw",5.2166315930732,0.269826658342091,"Estimable"
"735","2018","ke","b743srw",4.4695078173371,0.269826658342092,"Estimable"
"736","2018","ke","becher",4.85801900096852,0.181685702189361,"Estimable"
"737","2018","ke","benefit",4.58119325689619,0.181528697183645,"Estimable"
"738","2018","ke","branson",5.18615758501638,0.140054916011571,"Estimable"
"739","2018","ke","brome",3.71023556444253,0.37545037869074,"Estimable"
"740","2018","ke","brooklyn",4.92910527342386,0.163761352077967,"Estimable"
"741","2018","ke","carlisle",4.37014961082283,0.204417393506584,"Estimable"
"742","2018","ke","carnaval",5.07294076802315,0.421159124880362,"Estimable"
"743","2018","ke","cm614",5.12905088639994,0.148221965787541,"Estimable"
"744","2018","ke","cruze",5.05157528560973,0.196872468227357,"Estimable"
"745","2018","ke","curtis",4.23877283702989,0.352725998086378,"Estimable"
"746","2018","ke","d8006w",4.80568868214587,0.181685702189361,"Estimable"
"747","2018","ke","drew",4.6605766861895,0.198874786316219,"Estimable"
"748","2018","ke","ds572srw",5.26455108390098,0.184882398774468,"Estimable"
"749","2018","ke","ds654srw",5.53693761628174,0.25669146955368,"Estimable"
"750","2018","ke","ds743srw",5.38786820807631,0.25669146955368,"Estimable"
"751","2018","ke","e0028w",4.90355646864506,0.150465259313364,"Estimable"
"752","2018","ke","e1007r",4.86463279704417,0.168132846253225,"Estimable"
"753","2018","ke","e1009w",4.70073662041317,0.168132846253225,"Estimable"
"754","2018","ke","emmit",5.05019849381966,0.146251051053581,"Estimable"
"755","2018","ke","emperor",4.94752138738852,0.157196551558347,"Estimable"
"756","2018","ke","frontenac",5.21943084251558,0.240398537454455,"Estimable"
"757","2018","ke","ft_wonder",4.45701257484723,0.198309480624549,"Estimable"
"758","2018","ke","fthp_redeemer",3.85343427819567,0.227215016147815,"Estimable"
"759","2018","ke","gallus",4.84626312326819,0.152842072224154,"Estimable"
"760","2018","ke","harvard",4.46839695338574,0.183613820982755,"Estimable"
"761","2018","ke","huntley",4.68257150049012,0.172027062178634,"Estimable"
"762","2018","ke","hy_116-srw",4.93341295064835,0.160178668503328,"Estimable"
"763","2018","ke","hy_271-srw",4.69575840684618,0.207305113560123,"Estimable"
"764","2018","ke","hy_300-hrw",4.53518608948585,0.202751417628434,"Estimable"
"765","2018","ke","hy_301-hrw",4.69520391441394,0.176003718550298,"Estimable"
